"1620/11/24","元和","06","11/01","庚申","大"
"1620/12/24","元和","06","12/01","庚申","大"
"1621/01/23","元和","06","閏12/01","庚申","大"
"1621/02/22","元和","07","01/01","辛酉","小"
"1621/03/23","元和","07","02/01","辛酉","大"
"1621/04/22","元和","07","03/01","辛酉","小"
"1621/05/21","元和","07","04/01","辛酉","大"
"1621/06/20","元和","07","05/01","辛酉","小"
"1621/07/19","元和","07","06/01","辛酉","大"
"1621/08/18","元和","07","07/01","辛酉","小"
"1621/09/16","元和","07","08/01","辛酉","小"
"1621/10/15","元和","07","09/01","辛酉","大"
"1621/11/14","元和","07","10/01","辛酉","小"
"1621/12/13","元和","07","11/01","辛酉","大"
"1622/01/12","元和","07","12/01","辛酉","大"
"1622/02/11","元和","08","01/01","壬戌","小"
"1622/03/12","元和","08","02/01","壬戌","大"
"1622/04/11","元和","08","03/01","壬戌","大"
"1622/05/11","元和","08","04/01","壬戌","小"
"1622/06/09","元和","08","05/01","壬戌","大"
"1622/07/09","元和","08","06/01","壬戌","小"
"1622/08/07","元和","08","07/01","壬戌","大"
"1622/09/06","元和","08","08/01","壬戌","小"
"1622/10/05","元和","08","09/01","壬戌","小"
"1622/11/03","元和","08","10/01","壬戌","大"
"1622/12/03","元和","08","11/01","壬戌","小"
"1623/01/01","元和","08","12/01","壬戌","大"
"1623/01/31","元和","09","01/01","癸亥","小"
"1623/03/01","元和","09","02/01","癸亥","大"
"1623/03/31","元和","09","03/01","癸亥","大"
"1623/04/30","元和","09","04/01","癸亥","小"
"1623/05/29","元和","09","05/01","癸亥","大"
"1623/06/28","元和","09","06/01","癸亥","大"
"1623/07/28","元和","09","07/01","癸亥","小"
"1623/08/26","元和","09","08/01","癸亥","大"
"1623/09/25","元和","09","閏08/01","癸亥","小"
"1623/10/24","元和","09","09/01","癸亥","小"
"1623/11/22","元和","09","10/01","癸亥","大"
"1623/12/22","元和","09","11/01","癸亥","小"
"1624/01/20","元和","09","12/01","癸亥","大"
"1624/02/19","元和","10","01/01","甲子","小"
"1624/03/19","元和","10","02/01","甲子","大"
"1624/04/16","元和","10","02/29","甲子","大"
"1624/04/17","寛永","01","02/30","甲子","大"
"1624/04/18","寛永","01","03/01","甲子","小"
"1624/05/17","寛永","01","04/01","甲子","大"
"1624/06/16","寛永","01","05/01","甲子","大"
"1624/07/16","寛永","01","06/01","甲子","小"
"1624/08/14","寛永","01","07/01","甲子","大"
"1624/09/13","寛永","01","08/01","甲子","小"
"1624/10/12","寛永","01","09/01","甲子","大"
"1624/11/11","寛永","01","10/01","甲子","大"
"1624/12/11","寛永","01","11/01","甲子","小"
"1625/01/09","寛永","01","12/01","甲子","小"
"1625/02/07","寛永","02","01/01","乙丑","大"
"1625/03/09","寛永","02","02/01","乙丑","小"
"1625/04/07","寛永","02","03/01","乙丑","大"
"1625/05/07","寛永","02","04/01","乙丑","小"
"1625/06/05","寛永","02","05/01","乙丑","大"
"1625/07/05","寛永","02","06/01","乙丑","小"
"1625/08/03","寛永","02","07/01","乙丑","大"
"1625/09/02","寛永","02","08/01","乙丑","大"
"1625/10/02","寛永","02","09/01","乙丑","小"
"1625/10/31","寛永","02","10/01","乙丑","大"
"1625/11/30","寛永","02","11/01","乙丑","大"
"1625/12/30","寛永","02","12/01","乙丑","小"
"1626/01/28","寛永","03","01/01","丙寅","大"
"1626/02/27","寛永","03","02/01","丙寅","小"
"1626/03/28","寛永","03","03/01","丙寅","小"
"1626/04/26","寛永","03","04/01","丙寅","大"
"1626/05/26","寛永","03","閏04/01","丙寅","小"
"1626/06/24","寛永","03","05/01","丙寅","小"
"1626/07/23","寛永","03","06/01","丙寅","大"
"1626/08/22","寛永","03","07/01","丙寅","大"
"1626/09/21","寛永","03","08/01","丙寅","小"
"1626/10/20","寛永","03","09/01","丙寅","大"
"1626/11/19","寛永","03","10/01","丙寅","大"
"1626/12/19","寛永","03","11/01","丙寅","大"
"1627/01/18","寛永","03","12/01","丙寅","小"
"1627/02/16","寛永","04","01/01","丁卯","大"
"1627/03/18","寛永","04","02/01","丁卯","小"
"1627/04/16","寛永","04","03/01","丁卯","小"
"1627/05/15","寛永","04","04/01","丁卯","大"
"1627/06/14","寛永","04","05/01","丁卯","小"
"1627/07/13","寛永","04","06/01","丁卯","小"
"1627/08/11","寛永","04","07/01","丁卯","大"
"1627/09/10","寛永","04","08/01","丁卯","小"
"1627/10/09","寛永","04","09/01","丁卯","大"
"1627/11/08","寛永","04","10/01","丁卯","大"
"1627/12/08","寛永","04","11/01","丁卯","大"
"1628/01/07","寛永","04","12/01","丁卯","小"
"1628/02/05","寛永","05","01/01","戊辰","大"
"1628/03/06","寛永","05","02/01","戊辰","大"
"1628/04/05","寛永","05","03/01","戊辰","小"
"1628/05/04","寛永","05","04/01","戊辰","小"
"1628/06/02","寛永","05","05/01","戊辰","大"
"1628/07/02","寛永","05","06/01","戊辰","小"
"1628/07/31","寛永","05","07/01","戊辰","小"
"1628/08/29","寛永","05","08/01","戊辰","大"
"1628/09/28","寛永","05","09/01","戊辰","小"
"1628/10/27","寛永","05","10/01","戊辰","大"
"1628/11/26","寛永","05","11/01","戊辰","大"
"1628/12/26","寛永","05","12/01","戊辰","大"
"1629/01/25","寛永","06","01/01","己巳","小"
"1629/02/23","寛永","06","02/01","己巳","大"
"1629/03/25","寛永","06","閏02/01","己巳","小"
"1629/04/23","寛永","06","03/01","己巳","大"
"1629/05/23","寛永","06","04/01","己巳","小"
"1629/06/21","寛永","06","05/01","己巳","大"
"1629/07/21","寛永","06","06/01","己巳","小"
"1629/08/19","寛永","06","07/01","己巳","小"
"1629/09/17","寛永","06","08/01","己巳","大"
"1629/10/17","寛永","06","09/01","己巳","小"
"1629/11/15","寛永","06","10/01","己巳","大"
"1629/12/15","寛永","06","11/01","己巳","大"
"1630/01/14","寛永","06","12/01","己巳","小"
"1630/02/12","寛永","07","01/01","庚午","大"
"1630/03/14","寛永","07","02/01","庚午","大"
"1630/04/13","寛永","07","03/01","庚午","小"
"1630/05/12","寛永","07","04/01","庚午","大"
"1630/06/11","寛永","07","05/01","庚午","小"
"1630/07/10","寛永","07","06/01","庚午","大"
"1630/08/09","寛永","07","07/01","庚午","小"
"1630/09/07","寛永","07","08/01","庚午","小"
"1630/10/06","寛永","07","09/01","庚午","大"
"1630/11/05","寛永","07","10/01","庚午","小"
"1630/12/04","寛永","07","11/01","庚午","大"
"1631/01/03","寛永","07","12/01","庚午","小"
"1631/02/01","寛永","08","01/01","辛未","大"
"1631/03/03","寛永","08","02/01","辛未","大"
"1631/04/02","寛永","08","03/01","辛未","大"
"1631/05/02","寛永","08","04/01","辛未","小"
"1631/05/31","寛永","08","05/01","辛未","大"
"1631/06/30","寛永","08","06/01","辛未","小"
"1631/07/29","寛永","08","07/01","辛未","大"
"1631/08/28","寛永","08","08/01","辛未","小"
"1631/09/26","寛永","08","09/01","辛未","小"
"1631/10/25","寛永","08","10/01","辛未","大"
"1631/11/24","寛永","08","閏10/01","辛未","小"
"1631/12/23","寛永","08","11/01","辛未","大"
"1632/01/22","寛永","08","12/01","辛未","小"
"1632/02/20","寛永","09","01/01","壬申","大"
"1632/03/21","寛永","09","02/01","壬申","大"
"1632/04/20","寛永","09","03/01","壬申","小"
"1632/05/19","寛永","09","04/01","壬申","大"
"1632/06/18","寛永","09","05/01","壬申","小"
"1632/07/17","寛永","09","06/01","壬申","大"
"1632/08/16","寛永","09","07/01","壬申","小"
"1632/09/14","寛永","09","08/01","壬申","大"
"1632/10/14","寛永","09","09/01","壬申","小"
"1632/11/12","寛永","09","10/01","壬申","大"
"1632/12/12","寛永","09","11/01","壬申","小"
"1633/01/10","寛永","09","12/01","壬申","大"
"1633/02/09","寛永","10","01/01","癸酉","小"
"1633/03/10","寛永","10","02/01","癸酉","大"
"1633/04/09","寛永","10","03/01","癸酉","小"
"1633/05/08","寛永","10","04/01","癸酉","大"
"1633/06/07","寛永","10","05/01","癸酉","小"
"1633/07/06","寛永","10","06/01","癸酉","大"
"1633/08/05","寛永","10","07/01","癸酉","大"
"1633/09/04","寛永","10","08/01","癸酉","小"
"1633/10/03","寛永","10","09/01","癸酉","大"
"1633/11/02","寛永","10","10/01","癸酉","小"
"1633/12/01","寛永","10","11/01","癸酉","大"
"1633/12/31","寛永","10","12/01","癸酉","小"
"1634/01/29","寛永","11","01/01","甲戌","大"
"1634/02/28","寛永","11","02/01","甲戌","小"
"1634/03/29","寛永","11","03/01","甲戌","大"
"1634/04/28","寛永","11","04/01","甲戌","小"
"1634/05/27","寛永","11","05/01","甲戌","大"
"1634/06/26","寛永","11","06/01","甲戌","小"
"1634/07/25","寛永","11","07/01","甲戌","大"
"1634/08/24","寛永","11","閏07/01","甲戌","小"
"1634/09/22","寛永","11","08/01","甲戌","大"
"1634/10/22","寛永","11","09/01","甲戌","大"
"1634/11/21","寛永","11","10/01","甲戌","小"
"1634/12/20","寛永","11","11/01","甲戌","大"
"1635/01/19","寛永","11","12/01","甲戌","大"
"1635/02/18","寛永","12","01/01","乙亥","小"
"1635/03/19","寛永","12","02/01","乙亥","小"
"1635/04/17","寛永","12","03/01","乙亥","大"
"1635/05/17","寛永","12","04/01","乙亥","小"
"1635/06/15","寛永","12","05/01","乙亥","小"
"1635/07/14","寛永","12","06/01","乙亥","大"
"1635/08/13","寛永","12","07/01","乙亥","大"
"1635/09/12","寛永","12","08/01","乙亥","小"
"1635/10/11","寛永","12","09/01","乙亥","大"
